"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,68 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,22 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,13 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,2 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,105 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,14 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,5 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,20 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,46 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,20 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,5 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,72 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,74 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,21 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,15 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,4 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,115 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,41 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,13 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,5 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,59 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,79 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,28 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,14 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,5 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,127 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,90 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,29 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,19 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,3 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,142 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,28 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,13 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,44 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,98 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,39 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,15 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,3 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,156 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,309 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,108 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,38 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,16 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,3 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,166 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,90 ,"Torrey 1" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
