"1" ,10 ,"Beaver #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JAKE SHANNON" ,"300070" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JAKE SHANNON" ,"300070" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JAKE SHANNON" ,"300070" ,"LIB" ,5 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JOSEPH L. PUENTE" ,"300067" ,"NP" ,3 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JOSEPH L. PUENTE" ,"300067" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JOSEPH L. PUENTE" ,"300067" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JOSEPH L. PUENTE" ,"300067" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"JOSEPH L. PUENTE" ,"300067" ,"NP" ,3 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"US CONGRESS D3" ,"300060" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"CORROON/ALLEN" ,"300087" ,"DEM" ,38 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"CORROON/ALLEN" ,"300087" ,"DEM" ,25 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"CORROON/ALLEN" ,"300087" ,"DEM" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"CORROON/ALLEN" ,"300087" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"CORROON/ALLEN" ,"300087" ,"DEM" ,64 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"HERBERT/BELL" ,"300084" ,"REP" ,62 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"HERBERT/BELL" ,"300084" ,"REP" ,17 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"HERBERT/BELL" ,"300084" ,"REP" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"HERBERT/BELL" ,"300084" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"HERBERT/BELL" ,"300084" ,"REP" ,80 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"MCCULLOUGH/CRAMER SR" ,"300081" ,"LIB" ,3 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"MCCULLOUGH/CRAMER SR" ,"300081" ,"LIB" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"MCCULLOUGH/CRAMER SR" ,"300081" ,"LIB" ,1 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"MCCULLOUGH/CRAMER SR" ,"300081" ,"LIB" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"MCCULLOUGH/CRAMER SR" ,"300081" ,"LIB" ,5 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"ANDERSON/MAXFIELD" ,"300090" ,"NP" ,4 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"ANDERSON/MAXFIELD" ,"300090" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"ANDERSON/MAXFIELD" ,"300090" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"ANDERSON/MAXFIELD" ,"300090" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"ANDERSON/MAXFIELD" ,"300090" ,"NP" ,4 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"GOVERNOR/LT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"DENNIS E. STOWELL" ,"300381" ,"REP" ,87 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"DENNIS E. STOWELL" ,"300381" ,"REP" ,32 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"DENNIS E. STOWELL" ,"300381" ,"REP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"DENNIS E. STOWELL" ,"300381" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"DENNIS E. STOWELL" ,"300381" ,"REP" ,120 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE SENATOR D28" ,"300380" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,86 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,33 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,120 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,86 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,37 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,3 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"WILLIAM DALTON" ,"010010" ,"REP" ,126 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,8 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM A" ,"010000" ,"NP" ,"Write-in 20" ,"" ,"NP" ,9 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,22 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,14 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"DONALD J. WILLDEN" ,"010120" ,"REP" ,36 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,76 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,25 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,3 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"MARK S. WHITNEY" ,"010110" ,"NP" ,104 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,14 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,3 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY COMM B" ,"010100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,17 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,240 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,43 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,16 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,2 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"PAUL B. BARTON" ,"010210" ,"DEM" ,61 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,66 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,26 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,1 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"HAL RAY LESSING" ,"010220" ,"REP" ,93 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,50 ,"Milford #1" ,"COUNTY CLERK/AUDITOR" ,"010200" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
