"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,43 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,6 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,2 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,51 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,142 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,21 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,6 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,169 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,146 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,23 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,176 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,26 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,3 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,30 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,37 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,43 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,117 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,17 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,139 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,101 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,20 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,4 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,125 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,74 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,7 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,4 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,85 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,150 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,21 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,8 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,179 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,29 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,35 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,125 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,18 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,3 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,146 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,54 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,8 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,67 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,299 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,107 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,20 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,3 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,130 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,71 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,6 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,5 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,0 ,
"22" ,100 ,"Holden" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,82 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,385 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,36 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,2 ,
"22" ,110 ,"Kanosh" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
