"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,19 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,5 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"MIKE LEE" ,"300007" ,"REP" ,234 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,94 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,11 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,3 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SAM F. GRANATO" ,"300004" ,"DEM" ,108 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,24 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"SCOTT N. BRADLEY" ,"300001" ,"CON" ,30 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US SENATE" ,"300000" ,"NP" ,"Write-in 70" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,765 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,119 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,9 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,132 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,215 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,20 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,6 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,243 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,7 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,8 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,3 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,3 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,8 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,765 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,249 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,17 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,7 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,3 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,276 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,74 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,16 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,92 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,12 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,12 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,5 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,7 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,765 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,253 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,22 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,7 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,4 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,2 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,288 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,50 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,8 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,59 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,8 ,"8.16,8.17,8.18,8.19" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
